#Table1
z,zErr,petroMag_g,petroMagErr_g,ra,dec,bestObjID
0.3933125,5.451054E-05,19.85982,0.03215079,222.806570278402,3.06140995241259,1237654879129895220
0.3389419,6.840502E-05,19.66335,0.04638572,238.158548372406,2.37396453876142,1237654879673450803
0.3507825,3.216889E-05,19.13896,0.01286551,201.31490761414,5.03233655077735,1237654880731070623
0.3018868,2.998884E-05,20.37118,0.04085938,203.419779220199,58.0066201284028,1237655107308421257
0.3732758,5.697981E-05,20.5127,0.05323989,175.328740890613,59.7094848789731,1237655108375871705
0.3385731,6.349657E-05,17.49766,0.004469992,172.771149213031,61.0680807911043,1237655368748630063
0.3152024,4.30449E-05,20.08248,0.03271329,175.498252028594,62.5227932403292,1237655370359898275
0.377328,8.535499E-05,20.71863,0.04887994,210.874094800545,59.1820593581281,1237655463774388686
0.3386087,6.158761E-05,19.16356,0.02477556,229.088105197484,53.6810310309135,1237655464316240012
0.3995394,5.652165E-05,21.84946,0.2193717,200.791162399937,-2.22921320157362,1237655494904643974
0.3909684,1.752884E-05,19.52438,0.02008916,209.331314766099,-2.45082133837952,1237655498666934385
0.3891682,2.758316E-05,21.25421,0.2779935,198.427013902042,-1.75382834506404,1237655499735892552
0.3704563,5.348503E-05,21.33257,0.1149995,325.530112428935,-0.676076248536088,1237656567580918299
0.3532389,3.255333E-05,20.11277,0.032148,21.7974273221587,0.685950553416771,1237657071693529222
0.3553016,4.035682E-05,18.81011,0.009485628,326.044290811778,-1.02041010662928,1237657189816598655
0.3041094,8.466101E-05,20.81153,0.06543557,1.20286759109786,-0.133502670914736,1237657190905741619
0.3822255,4.495004E-05,19.67229,0.03113133,125.16203200283,38.193458717273,1237657594613792961
0.3391772,2.948042E-05,19.0371,0.01544254,155.735907335419,54.1216502580228,1237657612333809834
0.3430762,3.484903E-05,20.94092,0.08496493,187.598591199721,51.3636616651582,1237657627919319378
0.3478093,4.683228E-05,18.98602,0.01717886,124.094940243062,32.4036802498789,1237657629508436368
0.3025101,2.909309E-05,19.19824,0.03171725,143.160502481315,49.02988119802,1237657633262272651
0.3418116,3.739629E-05,20.7348,0.0999736,151.293729800083,53.6053429876893,1237657634875834582
0.3911219,5.564049E-05,20.84116,0.05979752,151.477092753716,48.7573484645086,1237657858212495416
0.368434,8.138265E-05,21.70257,0.114246,154.178919929036,49.4219985633692,1237657858213347436
0.3201485,3.606531E-05,19.32629,0.02358516,118.449704828125,24.0749398864382,1237657877002715365
0.3585656,4.665314E-05,21.00159,0.1424716,125.147615530297,30.5868883439509,1237658191610512156
0.347373,4.293439E-05,18.86237,0.01109598,135.016309607377,37.1006944280941,1237658191615098942
0.3992169,5.307205E-05,21.66031,0.2997618,127.118126226409,32.564983924277,1237658192148496487
0.3962656,4.794688E-05,21.68858,0.2333826,132.499299467377,36.2790268138037,1237658205030974184
0.3954479,3.921035E-05,21.5648,0.561235,215.858491139524,46.060519944611,1237658205057515540
0.3550923,4.775008E-05,19.70512,0.03665097,144.369169293983,5.63063936452772,1237658423547003034
0.3972971,5.908969E-05,19.18479,0.08943287,132.905462296382,4.86575466787721,1237658424078893351
0.3079378,4.482641E-05,21.51119,0.14977,172.922021160572,49.797120328092,1237658613592687074
0.309237,4.686941E-05,19.97561,0.05254056,170.29040610362,53.2571858604145,1237658800960438434
0.3896166,3.916667E-05,20.66094,0.05043186,164.890231946181,53.4282120476188,1237658802032804081
0.3006053,2.352023E-05,18.94503,0.01308874,159.47771647727,52.8593879596074,1237658802568233052
0.3462423,4.401383E-05,19.6603,0.02389239,190.337577261059,54.4050873863821,1237658916920688745
0.3465415,3.76181E-05,18.65346,0.009645717,191.70166051896,54.1922053536834,1237658916921016462
0.3606361,0.0001044571,21.01427,0.07458948,222.472012903786,53.841819689676,1237659325482861024
0.3506498,5.098555E-05,19.50403,0.03363741,238.624688868364,46.4184472170775,1237659330848096491
0.345285,2.547015E-05,21.62238,0.1158726,53.4557631517985,0.866897427909598,1237660241925767436
0.3299933,3.532695E-05,19.62976,0.02997869,168.819697523059,45.8842370933815,1237660634925498516
0.3542395,5.463871E-05,20.92154,0.05334536,127.266878278638,26.2391591910416,1237661086957830528
0.3052048,3.578584E-05,20.13044,0.03339211,162.990437071636,39.7488107703878,1237661137426382956
0.3040971,0.0001388001,21.85962,0.1322393,197.771700934595,49.4599730749485,1237661151379063427
0.363548,3.765077E-05,20.06666,0.02492753,197.632507151531,49.8501159693631,1237661151915868324
0.3919886,5.045231E-05,17.98865,0.006650134,233.488077983278,47.02727461974,1237661388148047900
0.379702,3.578461E-05,18.77775,0.01343603,188.296629072542,56.8017504080483,1237661416595718296
0.393897,4.106759E-05,20.32118,0.02687274,214.154643068888,44.7793413118268,1237661435927855308
0.3491128,8.105236E-05,19.68265,0.02023599,164.590809064755,44.4428581637594,1237661852536864850
0.3955204,4.080789E-05,21.0686,0.1020327,193.72036743656,45.8527568490143,1237661852545843434
0.3059385,5.566321E-05,19.38371,0.02815092,166.792195610974,42.8216475167755,1237661871860875448
0.3604053,3.383413E-05,19.82472,0.0307509,154.886153471472,40.4311943165743,1237661872393748686
0.3012634,3.634654E-05,20.08837,0.05415099,176.489512763591,44.3441978626317,1237661872400892032
0.3036267,3.473939E-05,18.848,0.01327484,139.377960333142,11.0196373738394,1237661924478812401
0.3900549,4.927369E-05,18.93183,0.01766171,209.337029597864,10.9257761463642,1237661949191258207
0.3756524,3.63268E-05,18.98768,0.01200375,202.893567840641,51.1638871408459,1237661958831931407
0.357142,2.677318E-05,20.2089,0.02884161,189.225092886761,42.1144006576806,1237661966894628995
0.3419089,0.0001001098,19.17326,0.01815138,193.459024597996,42.0613874702937,1237662194529271908
0.3985744,5.85476E-05,19.81412,0.02074095,222.761685990644,32.2032115356213,1237662223544287406
0.3490866,5.409388E-05,19.14949,0.01567362,148.019516205649,33.8763324860749,1237662225128161414
0.3755031,3.377786E-05,17.97273,0.005278147,235.339534887371,28.2850946322076,1237662225159946285
0.3115915,7.117323E-05,19.63217,0.03639675,212.524608219825,9.91891954891387,1237662264852545715
0.3967178,6.287608E-05,19.06456,0.0147093,208.120933976363,49.1397376846644,1237662300822372402
0.3973877,7.141264E-05,24.26735,0.8765917,217.973669982396,47.4990912823281,1237662301899063329
0.3432225,5.126818E-05,19.60953,0.01610168,240.128130613269,36.5554457557976,1237662301907648726
0.3486669,2.563014E-05,19.83659,0.01865552,222.926935119321,46.2309458787669,1237662302437507238
0.3512238,7.520335E-05,19.0678,0.009212092,221.756278605365,35.9497692374099,1237662306192130093
0.3634002,7.182976E-05,21.21359,0.07763619,226.256714512828,44.5913025723338,1237662500000629644
0.3796154,5.144639E-05,22.79775,0.5090466,231.38137350265,42.5829829777913,1237662500539400597
0.3003013,5.40168E-05,19.09114,0.01758158,243.215062145743,35.2838116281285,1237662500544512208
0.3820238,6.290581E-05,19.33031,0.01690013,233.498305218793,37.6178433309775,1237662503217725534
0.3492075,5.014055E-05,19.10088,0.01772047,240.013675831596,33.7626839798091,1237662503220543582
0.3111194,7.984898E-05,18.76185,0.01233883,200.069872715126,15.5061553417002,1237662531133833315
0.3390397,6.472203E-05,19.19886,0.01559081,242.777604462839,7.09867158699569,1237662635839914215
0.3521445,8.312594E-05,20.7582,0.05586394,237.610016602904,9.59098266030336,1237662637448102487
0.3833261,7.058655E-05,21.52596,0.07797112,206.84876868775,35.0800127473248,1237662684142436605
0.3858381,4.465929E-05,19.77317,0.02719791,245.012956394104,55.4729070252095,1237662702936588435
0.349641,3.930094E-05,18.91788,0.01562027,11.2445051411701,0.722187412739824,1237663204919083169
0.3521862,3.285638E-05,20.36656,0.1429849,55.1235261199089,0.456316009784759,1237663239278035291
0.3624412,2.212636E-05,17.79972,0.004844397,3.36380177977284,0.875570368240159,1237663278466072660
0.3615344,1.760154E-05,19.14821,0.01376307,1.23716673279944,27.4244845236955,1237663307455725860
0.3674852,3.725873E-05,20.58369,0.06947077,344.206542681126,0.364793290882522,1237663444906017060
0.3379817,7.043196E-05,20.73235,0.0564633,314.237168855552,-0.494299126344301,1237663542602237109
0.3384676,5.328233E-05,21.31264,0.09280931,320.543132363528,-0.626290155180735,1237663542604989254
0.3079213,9.260327E-05,20.74537,0.05816799,327.738210716978,-0.547990289018145,1237663542608134571
0.3959929,0.0002008564,20.74048,0.04577905,309.254967908964,0.419101445862146,1237663543673751309
0.3269309,3.497011E-05,19.75363,0.02848274,128.999234605856,55.3638129041196,1237663546366951681
0.3191104,1.46256E-05,18.00308,0.005795442,355.422931160428,-0.63517627302612,1237663783121649698
0.393918,4.209342E-05,17.36253,0.004136704,15.9280806091883,0.427006672892956,1237663784741240867
0.3689687,5.707429E-05,21.47629,0.09121666,114.96872327732,44.7910467935222,1237663915725553751
0.307532,2.838542E-05,20.28168,0.0474788,183.209976207261,0.860221441789196,1237648705650753755
0.3874246,7.214236E-05,19.48528,0.648011,182.453763759022,-0.984848270318835,1237648720158064891
0.3243397,1.743015E-05,20.65312,0.0527057,147.150122113356,0.351271750627157,1237648721753211162
0.3963192,6.437901E-05,20.59734,0.1057811,154.342059769502,0.210274509556779,1237648721756356957
0.3445271,7.605201E-05,20.87642,0.09617075,62.2363011294815,-5.48366320134389,1237649962460512546
0.322805,2.140301E-05,20.11386,0.0911051,124.991219501931,0.067177181191631,1237650796210750107
0.359668,1.480166E-05,17.30812,0.003749962,121.10113054829,44.2896619084775,1237651191890444305
0.3685206,2.941103E-05,20.97733,0.06641755,227.349565818166,59.1626042300351,1237651252581564707
0.3647435,6.361764E-05,19.83465,0.03435022,125.323775464808,49.3468707573678,1237651271885586619
0.3833568,3.320825E-05,21.98331,0.4508581,113.922201370963,39.0705680021019,1237651273490498167
0.3740454,4.629243E-05,18.77131,0.0107338,162.523479260095,64.9487325602248,1237651537634459744
0.3735189,6.676919E-05,21.94063,0.2075644,254.000718085757,41.4037350745261,1237651715338076925
0.3638732,5.850345E-05,19.12198,0.01449035,154.795169890433,2.08304855226791,1237651736282792046
0.3761294,7.263922E-05,19.60565,0.02267713,158.301000558196,2.45155665473149,1237651736821235924
0.3947604,6.423071E-05,18.60771,0.01004665,165.536343753085,1.68672546209405,1237651752930246685
0.3821207,6.796389E-05,17.57846,0.004800674,175.340660122872,1.80099747948169,1237651752934572035
0.3941917,4.562846E-05,20.20448,0.03884264,165.072728223123,2.44937868896143,1237651754003792069
0.3452077,8.460964E-05,19.09707,0.02344112,149.582815267781,2.48430861919032,1237651754533912762
0.3280575,5.871849E-05,19.64813,0.02722481,186.341975084068,3.03188987215504,1237651754549969016
0.3242153,7.17821E-05,19.51748,0.02187056,49.3293159432622,-8.28413276799977,1237652899158818872
0.3252818,3.035236E-05,20.79484,0.07905859,54.636440453983,-5.60200431416882,1237652901845598241
0.3189394,3.818152E-05,19.38656,0.02004298,165.813610182167,60.4397456670784,1237653616935370888
0.3184025,4.677508E-05,19.8388,0.03122901,141.190347002281,1.3490952821344,1237653664181256396
0.3258653,0.0001054229,18.50643,0.008430912,153.925047357332,2.04015450536397,1237653664723697753
0.328621,2.923558E-05,20.28161,0.049582,143.243603647665,2.10344447234442,1237653665255915747
0.3639743,0.0001179178,21.8931,0.28089,122.72982424435,43.1230231428409,1237654391641801103
0.3396761,7.161215E-05,19.74022,0.04238853,146.187080337344,3.73352668885439,1237654605319635253
0.3126946,4.322633E-05,19.55827,0.02110253,173.965914260396,64.0273674943094,1237654875358232678
0.3920999,4.008287E-05,20.9863,0.2123861,225.678267229961,4.50023558751537,1237654881278558849
0.3214628,8.54794E-05,19.80477,0.05663971,260.244554633121,29.7545344887366,1237654952674853347
0.3928331,5.860738E-05,19.43106,0.01615121,249.898492667007,46.8259238048955,1237654954277208287
0.3943412,3.64398E-05,20.7254,0.05509527,138.410130055694,50.5093225911771,1237655108902781264
0.3154033,2.744177E-05,19.19699,0.02231148,202.701244271603,59.7905314816804,1237655109455577183
0.3477699,1.900185E-05,18.53648,0.0128098,238.490639717159,47.8755811815679,1237655463782973497
0.3477119,4.503934E-05,18.39419,0.007314914,224.135884089199,1.56356720421992,1237655468597051441
0.3408225,3.046718E-05,17.69715,0.00475594,234.504881901765,1.79693782608751,1237655469138444379
0.3687028,2.106527E-05,18.3764,0.007592095,203.097629567586,-2.10682158845736,1237655499201052717
0.3939954,2.503498E-05,21.72891,0.2125295,209.402562165353,-1.53446823440134,1237655499740676830
0.3730331,2.626648E-05,19.91841,0.01825158,339.264051125869,13.7747704883156,1237656242237014421
0.387466,1.878685E-05,19.86399,0.02874975,322.968997076693,-1.03111597220531,1237657189815222887
0.3260678,4.934576E-05,20.77173,0.08299593,170.359052864283,52.0074703328162,1237657857144193238
0.3610597,3.391041E-05,19.74501,0.02180155,150.657475490435,48.3557725114937,1237657858212233387
0.3839548,6.093851E-05,21.37368,0.100697,228.511871159833,40.1509868383295,1237658203988557918
0.3875282,3.188789E-05,20.34475,0.04270757,159.604641984837,46.9533476805703,1237658204504064283
0.3180419,4.188779E-05,21.68315,0.1126733,206.048974554158,48.3154134137734,1237658205054435918
0.3497578,4.605209E-05,19.07294,0.01181721,150.250728643523,5.90487347483205,1237658298993541207
0.3580838,2.960014E-05,20.76514,0.05402102,169.289456226123,59.2674483063795,1237658303818039517
0.3514393,3.250925E-05,20.41495,0.03707795,187.059582801576,59.8478825314468,1237658311867826392
0.3890067,3.553412E-05,19.92096,0.141972,148.593985953143,5.57952551861772,1237658423011967524
0.374522,4.948706E-05,19.32847,0.01646547,178.427964801696,9.53352132840907,1237658492278669502
0.3273929,3.852915E-05,20.8749,0.08315019,155.213450626587,46.0297327965677,1237658613050376442
0.3398626,3.035146E-05,20.02571,0.02923678,176.830379429525,55.1751148948946,1237658802572820681
0.3300905,2.971313E-05,18.89692,0.01624892,186.461875516481,54.1453084910008,1237658916382834713
0.3670845,4.636431E-05,21.586,0.1056483,226.737253703113,46.4158452638996,1237659119326855368
0.3818917,3.201936E-05,19.06725,0.01267746,229.620786920326,45.5100269089877,1237659119864643710
0.3962499,6.031048E-05,20.63324,0.0634241,225.425145977999,48.5319934209553,1237659120936616142
0.3392092,5.277485E-05,20.74333,0.05757119,215.423796491006,55.373553621328,1237659144559395092
0.3574483,4.12117E-05,18.64869,0.009416676,254.079135618055,31.5057432525033,1237659325496754300
0.3606766,5.646098E-05,19.76644,0.03600648,249.087549469616,36.4579185230122,1237659329779925139
0.3555536,5.368745E-05,21.06745,0.1317076,46.0025324244185,-1.11496234700803,1237660024523915705
0.3762509,0.00016293,22.78415,0.7104527,133.581649234071,32.063248510585,1237660764839346995
0.365164,4.05067E-05,16.50818,0.002440032,147.470479431963,39.034431438912,1237660765382049800
0.3219,3.240778E-05,19.12008,0.01254245,134.087803002532,32.6755630818609,1237660962401026215
0.3527041,7.513724E-05,21.04446,0.1003346,147.396051732708,39.7410851952467,1237660963480339235
0.3952514,8.836645E-05,20.30074,0.03055485,143.904639443274,10.2085825888966,1237661068171805294
0.3658809,3.430606E-05,20.0242,0.2281128,165.155047448845,39.8733705193676,1237661136890167395
0.3829675,5.633764E-05,18.96284,0.01200323,156.327276717323,38.2625261350602,1237661137424023615
0.3272953,8.734636E-05,20.59087,0.04536195,202.549603588402,47.9547187206336,1237661150306828552
0.3260998,3.32144E-05,19.97689,0.02514367,202.088709986758,48.4373644644404,1237661150843502816
0.3578749,3.673166E-05,20.82936,0.05663534,204.959618762327,48.7894207151506,1237661151918031068
0.3044895,4.907795E-05,22.86092,0.5378976,167.462003478385,56.7543167579235,1237661353776906256
0.3989473,5.769409E-05,19.37436,0.02478102,179.500959857847,46.2848889077543,1237661355932123281
0.3718416,7.955284E-05,18.45298,0.009819223,237.423772892952,44.0829360865675,1237661387612881051
0.3503192,3.630875E-05,20.25839,0.03249847,232.300998784406,35.2586727882929,1237661463300866403
0.3064628,4.197194E-05,19.03756,0.01477984,198.048007185065,12.618588856973,1237661817636389013
