z,zErr,petroMag_g,petroMagErr_g,ra,dec,bestObjID
0.3022491,3.910582E-05,19.36712,0.02762415,43.5703800280641,-8.7622440429744,1237653470370267271
0.3023091,3.908858E-05,19.01082,0.02252416,235.111449843019,46.8487267951518,1237659324413772045
0.3025017,7.406867E-05,20.47124,0.06532761,342.119029668276,1.02103358666786,1237663480336351892
0.3030736,4.165607E-05,18.75966,0.01228484,248.939916891472,37.3788249518084,1237659330316402955
0.3041094,8.466101E-05,20.81153,0.06543557,1.20286759109786,-0.133502670914736,1237657190905741619
0.304141,4.20094E-05,19.50062,0.01968289,124.197456662958,58.5503264326086,1237663789032079563
0.3045704,6.930885E-05,19.27643,0.0160646,197.228413129072,49.2044554529935,1237658204515008532
0.3132732,3.873215E-05,18.6556,0.00945697,254.405443748793,60.8275893316438,1237651211212292116
0.3094656,3.674292E-05,19.50924,0.02202962,233.181951962678,-0.72847013000749,1237648703525159224
0.3096993,6.972451E-05,19.7759,0.01875106,232.417563066379,-0.362164446343805,1237648704061702311
0.306971,4.062711E-05,18.94649,0.0152255,261.239756213796,57.6169424086389,1237659895636754456
0.3128865,7.191736E-05,19.51495,0.01765421,15.0388170672503,1.0208862853458,1237663785277718614
0.3134235,3.362475E-05,19.01395,0.01470007,215.937190919822,3.74490024542852,1237654879663751274
0.3049257,9.764844E-05,19.7287,0.04221983,217.723154207904,3.19601840933946,1237654879127666951
0.3079157,6.009369E-05,19.92891,0.04487447,243.191062307694,47.6937521596261,1237651250440503560
0.3065541,2.988142E-05,19.43022,0.03354272,35.4114107274763,0.846750979847074,1237660027203616912
0.3120477,0.0001204559,20.35365,0.03886636,345.813016938416,-0.0553735762379255,1237666407899332918
0.3106958,3.542399E-05,21.14585,0.2774877,353.493577244235,0.855896960590139,1237663278461813209
0.3122679,8.217758E-05,20.35947,0.02939209,353.626251562181,0.840695573128909,1237663278461813166
0.3130554,0.0001126172,18.66348,0.01190795,323.849883883685,10.1926276054185,1237656494024360118
0.3097298,0.0003189839,19.50161,0.02637359,328.950137510792,11.7561344513483,1237652942625177886
0.3112165,0.0002132946,19.16145,0.02227992,204.876566779857,60.6255247581317,1237655464309817492
0.307858,4.975227E-05,18.03555,0.006502861,211.501983669156,60.2126830539178,1237655370367434773
0.3056259,3.602836E-05,19.1981,0.07349329,235.3882738488,52.2000269712783,1237655465928556772
0.3092243,4.351371E-05,19.36063,0.01423035,11.0554926942333,-0.467309270445406,1237656971301159110
0.3146157,2.332278E-05,19.39588,0.02893886,7.46442304684388,0.699972617487487,1237678433254506626
0.3092468,7.441347E-05,19.90965,0.03544673,234.941398381645,58.3545043929095,1237651539796361374
0.3092811,7.638967E-05,19.46821,0.01819165,228.256253905564,56.541370441596,1237671766924787813
0.3100705,3.32072E-05,19.29725,0.02573867,221.50244917996,60.0384808517516,1237654399700566249
0.3090932,3.572293E-05,19.4962,0.02939977,194.468088405844,64.6451764498209,1237651250963873873
0.3065536,0.0001026317,19.88008,0.04501128,195.404309929404,63.731510490769,1237651065207718092
0.3120637,7.128614E-05,18.10782,0.007216262,193.099090704677,64.8605381775231,1237654610143477804
0.309745,0.0001111716,19.60334,0.02872492,192.02127153375,65.2394067732978,1237654876435382381
0.3122818,1.93541E-05,19.69407,0.03397281,187.651685291512,64.9384201538424,1237658607147876521
0.3066394,2.53379E-05,18.30866,0.007182956,184.418465835563,65.7807133725554,1237658608758882479
0.3103086,0.000113741,19.19969,0.01943581,182.42188967407,65.2053388902855,1237651066815840392
0.3126946,4.322633E-05,19.55827,0.02110253,173.965914260396,64.0273674943094,1237654875358232678
0.3124993,7.223742E-05,21.40011,0.1073686,167.564402004644,62.9373794276277,1237651249884954868
0.313699,2.71699E-05,19.21544,0.01466745,168.188212301906,62.9036919461239,1237654398079074521
0.3109361,4.87919E-05,18.65285,0.01593385,227.532437495219,2.7753409635625,1237655470209106036
0.3070398,1.964317E-05,18.87908,0.01127456,226.30809196179,3.02878146172244,1237651821640155364
0.3144957,4.435639E-05,18.20843,0.008237395,139.103217357987,4.16205759494359,1237658297914949646
0.3052747,3.471478E-05,19.35664,0.02896204,134.924756131117,50.7087253491846,1237653613183041657
0.3048875,2.694681E-05,17.18591,0.004029118,218.815219701995,2.53933251060543,1237651754564190252
0.3137812,5.712285E-05,19.9898,0.05214974,218.244896791254,2.60622340475106,1237651754563928295
0.3111592,5.104583E-05,19.4644,0.02772827,217.323877519698,1.62070250572869,1237651735773315192
0.3059681,4.906306E-05,16.99913,0.003494279,201.19854118085,3.40907045135751,1237651755093327909
0.306345,1.997284E-05,16.9747,0.003223856,198.610384913898,2.02102053747526,1237651753481601076
0.3117875,3.044934E-05,18.63971,0.01001844,186.971261206785,2.70439982833552,1237651754013360270
0.3091744,3.709595E-05,19.35495,0.01738118,185.489381499756,2.3779082979535,1237651736296226924
0.3067044,4.488318E-05,23.02215,1.115965,181.539155214393,2.96022620380586,1237651754547872307
0.3081647,2.879737E-05,19.70811,0.02563348,168.509028747673,2.14764763940117,1237651753468428372
0.3101649,4.498183E-05,19.3529,0.0267759,163.550527994274,66.6275659412787,1237651273507536931
0.3117413,4.071406E-05,19.04177,0.0279056,48.5151484499955,-7.22687546479268,1237652900769104145
0.3061029,3.589876E-05,17.53413,0.004898425,46.1490209086675,-7.61808677596403,1237649962453434502
0.3096288,3.097579E-05,20.97405,0.08471724,38.5490445387126,-7.76065802166172,1237652901301649614
0.3114679,4.849877E-05,17.99156,0.00575888,36.0715246984307,-9.43035074018252,1237652899689922621
0.3086791,8.295663E-05,19.36213,0.0343521,143.879339676736,58.8200163203628,1237651191899226265
0.3051679,3.32709E-05,19.46087,0.02400496,125.651892268643,49.3738204046115,1237651252557775075
0.3105766,5.300615E-05,19.15776,0.01665084,28.2477661383318,14.4605752650757,1237649920581959798
0.3119788,3.798127E-05,19.29949,0.01551643,53.2748510136302,0.95997564745573,1237660241925701788
0.3094736,4.27155E-05,20.24884,0.05462103,53.2020681140258,-0.170109819395457,1237657586029625556
0.3084861,3.206608E-05,19.62094,0.01933555,339.254397187121,0.717093978109264,1237663544223793362
0.3071232,4.52069E-05,18.61213,0.009037373,263.296174722731,53.9158862495348,1237656528921559044
0.3100284,2.877464E-05,17.30379,0.003601015,259.460846297655,58.2539153918755,1237651226246119584
0.3099183,7.674062E-05,19.44824,0.03088258,263.203157100336,61.4238802648581,1237655746703982818
0.3107299,1.790623E-05,19.42357,0.1697731,235.907586648384,-0.738880635500611,1237648703526338658
0.3066646,2.501322E-05,18.29859,0.008072689,196.939795463762,-2.98374709873856,1237650369952481304
0.3086285,2.442553E-05,18.71026,0.01069614,181.751255293896,-2.32421003841053,1237650761854419117
0.3072158,3.789321E-05,19.80989,0.03645568,180.307364322248,-2.71150262473256,1237650761316958435
0.3090939,3.062003E-05,18.96771,0.01263802,181.302323072585,-3.08397245665669,1237650369945665550
0.3091693,2.564013E-05,20.97153,0.09219859,233.59205939283,0.930844666668916,1237655468064309771
0.3121289,3.300425E-05,20.67403,0.04861383,228.268269955885,-1.21603402293661,1237648702986125739
0.3048261,4.451143E-05,20.50089,0.0428602,27.8552112620655,-0.25139853277343,1237663783672741951
0.3048232,3.656547E-05,20.21503,0.05052279,11.6629743901999,33.5212848662786,1237680479808127373
0.304801,0.0001067004,18.62068,0.01102226,182.859387073954,16.6165775360657,1237668623011545156
0.3047804,3.503109E-05,19.81658,0.05435894,162.069965459761,19.5653993925064,1237668294980731001
0.304778,7.414044E-05,22.01842,0.1967392,121.804353632464,32.5250594239919,1237657401337839860
0.3047622,0.0001078056,20.86868,0.06807497,142.348526707471,30.8203685282037,1237664092367618378
0.3047592,6.699579E-05,22.01971,0.1086231,352.588112846471,29.7163161575908,1237680530280678049
0.3047523,4.300835E-05,19.73239,16.86641,238.863382313329,16.4756897053148,1237665531185791117
0.3047417,3.633915E-05,18.78743,0.008813756,184.355171559291,51.1084438921955,1237658206121951269
0.3047037,4.717541E-05,21.25309,0.1210187,348.599033611691,4.02202274360667,1237679004484960453
0.3046994,4.265296E-05,19.73287,0.01981823,237.551423905729,54.0570555706714,1237651252584906896
0.3046757,5.565693E-05,21.84709,0.2799122,221.52738567557,38.9755334465904,1237661872952509038
0.304668,3.383192E-05,20.35059,0.02527932,329.570836923292,20.6613721539951,1237666429364994549
0.3046564,6.28108E-05,20.1638,0.02577993,17.1367611114869,24.1518154522763,1237666274737127619
0.3046297,5.218295E-05,19.85471,0.02331255,4.57085265087835,0.275380071970977,1237657191444054239
0.3045987,3.536297E-05,18.94642,0.01955136,179.290714867712,9.10202935353924,1237660612903960662
0.3045925,2.771963E-05,20.04105,0.04236494,223.193647771004,38.5578532252753,1237661851482063157
0.3045758,4.404521E-05,21.5346,0.1703458,24.5589232030612,0.341399097409521,1237657071157903702
0.304558,4.734321E-05,19.59696,0.04525738,191.059931612365,61.7042202337507,1237655463769997428
0.304507,1.637917E-05,18.92706,0.01483717,34.2186312198203,-0.393158486300494,1237663783675494497
0.3045051,3.202791E-05,20.48427,0.06845158,124.260657549023,17.4882139809849,1237667108499489413
0.3044895,4.907795E-05,22.86092,0.5378976,167.462003478385,56.7543167579235,1237661353776906256
0.3044845,2.386635E-05,19.23103,0.01738394,127.229014382281,24.0501343689732,1237664668423422318
0.3044821,3.87644E-05,19.75431,0.056385,133.430882242788,53.071432414767,1237651250949783830
0.3044668,3.226939E-05,19.04724,12.40218,156.02932045765,27.5227328704265,1237667255078420499
0.3044663,4.583998E-05,21.27213,0.4882436,219.127178746519,41.2783110594367,1237661360766845049
0.3044607,1.715636E-05,20.44045,0.04539729,133.921488197634,53.4327219848848,1237651191358947653
